,BILL DATE,SOLD TO PARTY,QTY(1000 SM3),INDUSTORY SECTOR,Receiving Point,Start Date,End Date,Average Temperature,Difference,holiday_count
4065979,2020-07-31,10435,146.127,Power Industry,"Delhi, India",2020-07-15,2020-07-31,29.879901960784316,0 days,1
4084102,2020-08-15,10435,152.609,Power Industry,"Delhi, India",2020-07-31,2020-08-15,29.784895833333334,0 days,3
4092978,2020-08-31,10435,166.7,Power Industry,"Delhi, India",2020-08-15,2020-08-31,28.46397058823529,0 days,2
4109142,2020-09-15,10435,142.23,Power Industry,"Delhi, India",2020-08-31,2020-09-15,29.523177083333334,0 days,0
4126879,2020-09-30,10435,6.263,Power Industry,"Delhi, India",2020-09-15,2020-09-30,30.5484375,0 days,0
790862,2019-04-15,10487,335.781,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
798205,2019-04-30,10487,4205.24,Power Industry,"Krishna, Andhra Pradesh",2019-04-15,2019-04-30,32.01979166666667,0 days,2
801121,2019-05-15,10487,4186.17,Power Industry,"Krishna, Andhra Pradesh",2019-04-30,2019-05-15,33.795572916666664,0 days,1
808688,2019-05-29,10487,2800.246,Power Industry,"Krishna, Andhra Pradesh",2019-05-15,2019-05-29,33.795833333333334,0 days,0
823572,2019-06-15,10487,3823.629,Power Industry,"Krishna, Andhra Pradesh",2019-05-31,2019-06-15,34.20625,0 days,3
839787,2019-06-30,10487,4228.768,Power Industry,"Krishna, Andhra Pradesh",2019-06-15,2019-06-30,31.726822916666663,0 days,0
855974,2019-07-15,10487,4171.453,Power Industry,"Krishna, Andhra Pradesh",2019-06-30,2019-07-15,30.624479166666667,0 days,0
867282,2019-07-23,10487,2076.042,Power Industry,"Krishna, Andhra Pradesh",2019-07-15,2019-07-23,29.727777777777774,0 days,0
878816,2019-07-31,10487,2.898,Power Industry,"Delhi, India",2019-07-15,2019-07-31,28.870343137254903,0 days,0
892511,2019-08-31,10487,3017.939,Power Industry,"Krishna, Andhra Pradesh",2019-08-15,2019-08-31,28.85245098039216,0 days,3
904137,2019-09-15,10487,5386.974,Power Industry,"Krishna, Andhra Pradesh",2019-08-31,2019-09-15,28.105729166666663,0 days,1
917840,2019-09-30,10487,5357.409,Power Industry,"Krishna, Andhra Pradesh",2019-09-15,2019-09-30,27.13359375,0 days,0
2270893,2019-10-15,10487,4361.578,Power Industry,"Krishna, Andhra Pradesh",2019-09-30,2019-10-15,26.953645833333333,0 days,1
2291239,2019-10-31,10487,4296.409,Power Industry,"Krishna, Andhra Pradesh",2019-10-15,2019-10-31,26.15,0 days,1
2321732,2019-11-15,10487,4142.944,Power Industry,"Krishna, Andhra Pradesh",2019-10-31,2019-11-15,26.608072916666668,0 days,1
2332706,2019-11-30,10487,4220.573,Power Industry,"Krishna, Andhra Pradesh",2019-11-15,2019-11-30,26.135416666666668,0 days,0
2341603,2019-12-15,10487,4101.604,Power Industry,"Krishna, Andhra Pradesh",2019-11-30,2019-12-15,25.097395833333334,0 days,0
2365434,2019-12-31,10487,4199.938,Power Industry,"Krishna, Andhra Pradesh",2019-12-15,2019-12-31,24.749019607843135,0 days,1
2397372,2020-01-15,10487,3818.923,Power Industry,"Krishna, Andhra Pradesh",2019-12-31,2020-01-15,24.276822916666667,0 days,1
2416847,2020-01-31,10487,4250.387,Power Industry,"Krishna, Andhra Pradesh",2020-01-15,2020-01-31,25.59828431372549,0 days,1
2436334,2020-02-15,10487,3710.811,Power Industry,"Krishna, Andhra Pradesh",2020-01-31,2020-02-15,25.85625,0 days,0
2455802,2020-02-29,10487,3505.966,Power Industry,"Krishna, Andhra Pradesh",2020-02-15,2020-02-29,26.601944444444445,0 days,0
2468855,2020-03-15,10487,3572.445,Power Industry,"Krishna, Andhra Pradesh",2020-02-29,2020-03-15,27.785677083333333,0 days,1
2490413,2020-03-31,10487,3711.672,Power Industry,"Krishna, Andhra Pradesh",2020-03-15,2020-03-31,29.83333333333333,0 days,0
3869029,2020-04-15,10487,6756.288,Power Industry,"Krishna, Andhra Pradesh",2020-03-31,2020-04-15,31.058333333333334,0 days,3
3872347,2020-04-30,10487,6682.008,Power Industry,"Krishna, Andhra Pradesh",2020-04-15,2020-04-30,31.38411458333333,0 days,0
3876439,2020-05-15,10487,5951.052,Power Industry,"Krishna, Andhra Pradesh",2020-03-31,2020-05-15,31.598641304347822,0 days,1
3881826,2020-05-31,10487,3281.26,Power Industry,"Krishna, Andhra Pradesh",2020-05-15,2020-05-31,33.710539215686275,0 days,3
3882653,2020-06-15,10487,2948.294,Power Industry,"Krishna, Andhra Pradesh",2020-05-31,2020-06-15,30.9625,0 days,1
3889286,2020-06-30,10487,3474.862,Power Industry,"Krishna, Andhra Pradesh",2020-06-15,2020-06-30,29.398177083333334,0 days,0
3897171,2020-07-15,10487,3235.161,Power Industry,"Krishna, Andhra Pradesh",2020-06-30,2020-07-15,28.195833333333333,0 days,0
3906721,2020-07-31,10487,3881.256,Power Industry,"Krishna, Andhra Pradesh",2020-07-15,2020-07-31,28.156372549019608,0 days,1
3914388,2020-08-15,10487,5391.607,Power Industry,"Krishna, Andhra Pradesh",2020-07-31,2020-08-15,27.72421875,0 days,3
3920608,2020-08-31,10487,5598.109,Power Industry,"Krishna, Andhra Pradesh",2020-08-15,2020-08-31,27.629656862745097,0 days,2
3924338,2020-09-15,10487,2948.042,Power Industry,"Krishna, Andhra Pradesh",2020-09-15,2020-09-15,26.391666666666666,0 days,0
3933462,2020-09-30,10487,3767.267,Power Industry,"Krishna, Andhra Pradesh",2020-09-15,2020-09-30,27.496354166666663,0 days,0
4645527,2021-10-15,10487,4291.651,Power Industry,"Krishna, Andhra Pradesh",2020-09-30,2021-10-15,27.84022309711286,0 days,19
4647389,2021-10-31,10487,1715.981,Power Industry,"Krishna, Andhra Pradesh",2021-10-15,2021-10-31,27.13921568627451,0 days,1
951189,2019-04-15,10527,4651.234,Power Industry,"Rajahmundry, Andhra Pradesh",2019-04-15,2019-04-15,31.02916666666667,0 days,0
971306,2019-04-30,10527,4414.212,Power Industry,"Rajahmundry, Andhra Pradesh",2019-04-15,2019-04-30,31.359895833333333,0 days,2
999738,2019-05-15,10527,4583.739,Power Industry,"Rajahmundry, Andhra Pradesh",2019-05-15,2019-05-15,32.645833333333336,0 days,1
1014039,2019-05-31,10527,4865.61,Power Industry,"Rajahmundry, Andhra Pradesh",2019-05-15,2019-05-31,32.77107843137255,0 days,0
1034569,2019-06-15,10527,4541.994,Power Industry,"Rajahmundry, Andhra Pradesh",2019-05-31,2019-06-15,33.39921875,0 days,3
1049338,2019-06-30,10527,4647.729,Power Industry,"Rajahmundry, Andhra Pradesh",2019-06-15,2019-06-30,30.9578125,0 days,0
1071945,2019-07-15,10527,2647.867,Power Industry,"Rajahmundry, Andhra Pradesh",2019-07-15,2019-07-15,29.9125,0 days,0
1090868,2019-07-31,10527,2525.612,Power Industry,"Rajahmundry, Andhra Pradesh",2019-07-15,2019-07-31,28.4,0 days,0
1116280,2019-08-15,10527,4651.249,Power Industry,"Rajahmundry, Andhra Pradesh",2019-07-31,2019-08-15,27.813020833333333,0 days,3
1133386,2019-08-31,10527,4964.528,Power Industry,"Rajahmundry, Andhra Pradesh",2019-08-15,2019-08-31,28.58186274509804,0 days,1
1158329,2019-09-15,10527,4255.845,Power Industry,"Rajahmundry, Andhra Pradesh",2019-09-15,2019-09-15,28.55,0 days,1
1177041,2019-09-30,10527,4735.221,Power Industry,"Rajahmundry, Andhra Pradesh",2019-09-15,2019-09-30,27.19270833333333,0 days,0
2517312,2019-10-15,10527,4411.283,Power Industry,"Rajahmundry, Andhra Pradesh",2019-09-30,2019-10-15,27.16015625,0 days,1
2533477,2019-10-31,10527,4099.823,Power Industry,"Rajahmundry, Andhra Pradesh",2019-10-31,2019-10-31,27.029166666666665,0 days,1
2556344,2019-11-15,10527,4764.063,Power Industry,"Rajahmundry, Andhra Pradesh",2019-10-31,2019-11-15,26.909635416666667,0 days,1
2575056,2019-11-30,10527,4823.409,Power Industry,"Rajahmundry, Andhra Pradesh",2019-11-15,2019-11-30,26.16302083333333,0 days,0
2599999,2019-12-15,10527,4651.009,Power Industry,"Rajahmundry, Andhra Pradesh",2019-11-30,2019-12-15,25.06015625,0 days,0
2621258,2019-12-31,10527,4960.791,Power Industry,"Rajahmundry, Andhra Pradesh",2019-12-15,2019-12-31,24.500980392156865,0 days,1
2651765,2020-01-15,10527,4650.0,Power Industry,"Rajahmundry, Andhra Pradesh",2020-01-15,2020-01-15,23.64583333333333,0 days,1
2674434,2020-01-31,10527,4961.336,Power Industry,"Rajahmundry, Andhra Pradesh",2020-01-15,2020-01-31,25.671323529411765,0 days,1
2709565,2020-02-15,10527,4140.031,Power Industry,"Rajahmundry, Andhra Pradesh",2020-02-15,2020-02-15,27.391666666666666,0 days,0
1409906,2020-02-29,10527,0.0,Power Industry,"Delhi, India",2020-02-29,2020-02-29,18.495833333333334,0 days,0
2767365,2020-03-15,10527,4651.187,Power Industry,"Rajahmundry, Andhra Pradesh",2020-02-29,2020-03-15,27.455729166666668,0 days,1
2787956,2020-03-31,10527,4954.707,Power Industry,"Rajahmundry, Andhra Pradesh",2020-03-15,2020-03-31,29.469117647058823,0 days,0
3944007,2020-04-15,10527,4651.176,Power Industry,"Rajahmundry, Andhra Pradesh",2020-03-31,2020-04-15,30.68489583333333,0 days,3
3956198,2020-04-30,10527,4651.209,Power Industry,"Rajahmundry, Andhra Pradesh",2020-04-30,2020-04-30,30.925,0 days,0
3977459,2020-05-15,10527,4371.422,Power Industry,"Rajahmundry, Andhra Pradesh",2020-03-31,2020-05-15,31.05842391304348,0 days,1
3991464,2020-05-31,10527,4493.348,Power Industry,"Rajahmundry, Andhra Pradesh",2020-05-15,2020-05-31,32.90049019607843,0 days,3
4016716,2020-06-15,10527,4664.12,Power Industry,"Rajahmundry, Andhra Pradesh",2020-06-15,2020-06-15,29.995833333333334,0 days,1
4030903,2020-06-30,10527,4468.328,Power Industry,"Rajahmundry, Andhra Pradesh",2020-06-15,2020-06-30,29.07578125,0 days,0
4053654,2020-07-15,10527,4651.162,Power Industry,"Rajahmundry, Andhra Pradesh",2020-06-30,2020-07-15,28.0640625,0 days,0
3004059,2020-07-31,10527,0.0,Power Industry,"Delhi, India",2020-07-15,2020-07-31,29.879901960784316,0 days,1
4086227,2020-08-15,10527,4840.64,Power Industry,"Rajahmundry, Andhra Pradesh",2020-07-31,2020-08-15,27.719010416666663,0 days,3
3012364,2020-08-31,10527,0.0,Power Industry,"Delhi, India",2020-08-15,2020-08-31,28.46397058823529,0 days,2
4111271,2020-09-15,10527,4315.005,Power Industry,"Rajahmundry, Andhra Pradesh",2020-08-31,2020-09-15,28.44921875,0 days,0
4136292,2020-09-30,10527,4424.463,Power Industry,"Rajahmundry, Andhra Pradesh",2020-09-15,2020-09-30,27.909375,0 days,0
4667999,2021-10-15,10527,4646.291,Power Industry,"Rajahmundry, Andhra Pradesh",2021-10-15,2021-10-15,27.229166666666668,0 days,19
4682766,2021-10-31,10527,4645.375,Power Industry,"Rajahmundry, Andhra Pradesh",2021-10-15,2021-10-31,27.579656862745097,0 days,1
4699612,2021-11-15,10527,3746.957,Power Industry,"Rajahmundry, Andhra Pradesh",2021-10-31,2021-11-15,25.504166666666663,0 days,1
4718534,2021-11-30,10527,4652.699,Power Industry,"Rajahmundry, Andhra Pradesh",2021-11-15,2021-11-30,25.93958333333333,0 days,0
4727071,2021-12-15,10527,4518.186,Power Industry,"Rajahmundry, Andhra Pradesh",2021-12-15,2021-12-15,23.425,0 days,0
4745993,2021-12-31,10527,4427.525,Power Industry,"Rajahmundry, Andhra Pradesh",2021-12-15,2021-12-31,23.42328431372549,0 days,1
4756137,2022-01-15,10527,4665.193,Power Industry,"Rajahmundry, Andhra Pradesh",2021-12-31,2022-01-15,23.76692708333333,0 days,1
4768828,2022-01-31,10527,3681.455,Power Industry,"Rajahmundry, Andhra Pradesh",2022-01-15,2022-01-31,23.890196078431373,0 days,1
4781049,2022-02-15,10527,4396.056,Power Industry,"Rajahmundry, Andhra Pradesh",2022-01-31,2022-02-15,25.007291666666667,0 days,0
4795817,2022-02-28,10527,3626.825,Power Industry,"Rajahmundry, Andhra Pradesh",2022-02-15,2022-02-28,26.391964285714284,0 days,0
4811055,2022-03-15,10527,4882.583,Power Industry,"Rajahmundry, Andhra Pradesh",2022-02-28,2022-03-15,28.22786458333333,0 days,0
4830447,2022-03-31,10527,5650.916,Power Industry,"Rajahmundry, Andhra Pradesh",2022-03-31,2022-03-31,30.429166666666667,0 days,1
5353339,2022-04-15,10527,4756.323,Power Industry,"Rajahmundry, Andhra Pradesh",2022-03-31,2022-04-15,30.41875,0 days,2
5370504,2022-04-30,10527,4429.217,Power Industry,"Rajahmundry, Andhra Pradesh",2022-04-15,2022-04-30,31.90078125,0 days,2
5383925,2022-05-15,10527,4315.026,Power Industry,"Rajahmundry, Andhra Pradesh",2022-04-30,2022-05-15,30.812239583333334,0 days,3
5395739,2022-05-31,10527,3414.544,Power Industry,"Rajahmundry, Andhra Pradesh",2022-05-31,2022-05-31,33.7125,0 days,0
5414250,2022-06-15,10527,4661.909,Power Industry,"Rajahmundry, Andhra Pradesh",2022-06-15,2022-06-15,31.6,0 days,1
5429081,2022-06-30,10527,4400.719,Power Industry,"Rajahmundry, Andhra Pradesh",2022-06-15,2022-06-30,29.169010416666666,0 days,0
5452218,2022-07-15,10527,4669.23,Power Industry,"Rajahmundry, Andhra Pradesh",2022-06-30,2022-07-15,27.346875,0 days,2
5461015,2022-07-31,10527,4911.277,Power Industry,"Rajahmundry, Andhra Pradesh",2022-07-31,2022-07-31,28.8875,0 days,0
5481087,2022-08-15,10527,4034.563,Power Industry,"Rajahmundry, Andhra Pradesh",2022-07-31,2022-08-15,27.675260416666667,0 days,2
5506883,2022-08-31,10527,4748.877,Power Industry,"Rajahmundry, Andhra Pradesh",2022-08-31,2022-08-31,27.754166666666663,0 days,1
5536042,2022-09-15,10527,4669.918,Power Industry,"Rajahmundry, Andhra Pradesh",2022-08-31,2022-09-15,27.84296875,0 days,0
5548325,2022-09-30,10527,4419.506,Power Industry,"Rajahmundry, Andhra Pradesh",2022-09-30,2022-09-30,26.179166666666667,0 days,0
5974169,2022-10-15,10527,5341.693,Power Industry,"Rajahmundry, Andhra Pradesh",2022-09-30,2022-10-15,26.33125,0 days,2
5981570,2022-10-31,10527,5412.2,Power Industry,"Rajahmundry, Andhra Pradesh",2022-10-31,2022-10-31,26.579166666666666,0 days,1
5988500,2022-11-15,10527,4212.701,Power Industry,"Rajahmundry, Andhra Pradesh",2022-10-31,2022-11-15,26.23333333333333,0 days,0
5994489,2022-11-30,10527,4029.651,Power Industry,"Rajahmundry, Andhra Pradesh",2022-11-30,2022-11-30,25.758333333333333,0 days,0
6000480,2022-12-15,10527,1274.603,Power Industry,"Rajahmundry, Andhra Pradesh",2022-12-15,2022-12-15,25.6625,0 days,0
6005999,2022-12-31,10527,1054.521,Power Industry,"Rajahmundry, Andhra Pradesh",2022-12-15,2022-12-31,25.156617647058823,0 days,1
6013147,2023-01-15,10527,1011.71,Power Industry,"Rajahmundry, Andhra Pradesh",2022-12-31,2023-01-15,24.461458333333333,0 days,1
6018450,2023-01-31,10527,2886.831,Power Industry,"Rajahmundry, Andhra Pradesh",2023-01-31,2023-01-31,26.52916666666667,0 days,1
6024229,2023-02-15,10527,5318.272,Power Industry,"Rajahmundry, Andhra Pradesh",2023-01-31,2023-02-15,26.510416666666668,0 days,0
6030478,2023-02-28,10527,4980.543,Power Industry,"Rajahmundry, Andhra Pradesh",2023-02-28,2023-02-28,27.0625,0 days,0
6036727,2023-03-15,10527,5950.358,Power Industry,"Rajahmundry, Andhra Pradesh",2023-02-28,2023-03-15,28.12786458333333,0 days,1
6041777,2023-03-31,10527,6448.216,Power Industry,"Rajahmundry, Andhra Pradesh",2023-03-15,2023-03-31,26.982598039215688,0 days,0
957252,2019-04-15,10529,3384.134,Power Industry,"Kakinada, Andhra Pradesh",2019-04-15,2019-04-30,30.88411458333333,15 days,0
972360,2019-04-30,10529,3155.935,Power Industry,"Kakinada, Andhra Pradesh",2019-04-15,2019-04-30,30.88411458333333,0 days,2
1004390,2019-05-15,10529,3461.192,Power Industry,"Kakinada, Andhra Pradesh",2019-04-30,2019-05-15,32.4328125,0 days,1
1015084,2019-05-31,10529,3802.185,Power Industry,"Kakinada, Andhra Pradesh",2019-05-15,2019-05-31,32.766666666666666,0 days,0
1039684,2019-06-15,10529,3468.602,Power Industry,"Kakinada, Andhra Pradesh",2019-05-31,2019-06-15,33.05546875,0 days,3
1050380,2019-06-30,10529,3668.838,Power Industry,"Kakinada, Andhra Pradesh",2019-06-15,2019-06-30,30.788802083333334,0 days,0
1077056,2019-07-15,10529,3563.656,Power Industry,"Kakinada, Andhra Pradesh",2019-06-30,2019-07-15,29.56953125,0 days,0
1091910,2019-07-31,10529,3783.873,Power Industry,"Kakinada, Andhra Pradesh",2019-07-15,2019-07-31,28.357107843137253,0 days,0
1121387,2019-08-15,10529,3471.978,Power Industry,"Kakinada, Andhra Pradesh",2019-07-31,2019-08-15,27.832552083333333,0 days,3
1134419,2019-08-31,10529,3667.149,Power Industry,"Kakinada, Andhra Pradesh",2019-08-15,2019-08-31,28.63455882352941,0 days,1
1160888,2019-09-15,10529,3249.599,Power Industry,"Kakinada, Andhra Pradesh",2019-08-31,2019-09-15,27.480989583333333,0 days,1
1178070,2019-09-30,10529,3170.585,Power Industry,"Kakinada, Andhra Pradesh",2019-09-15,2019-09-30,27.226302083333334,0 days,0
2519395,2019-10-15,10529,1908.961,Power Industry,"Kakinada, Andhra Pradesh",2019-09-30,2019-10-15,26.976041666666667,0 days,1
2534500,2019-10-31,10529,3395.434,Power Industry,"Kakinada, Andhra Pradesh",2019-10-15,2019-10-31,26.5968137254902,0 days,1
2558987,2019-11-15,10529,3192.566,Power Industry,"Kakinada, Andhra Pradesh",2019-10-31,2019-11-15,26.563541666666666,0 days,1
2576173,2019-11-30,10529,3406.722,Power Industry,"Kakinada, Andhra Pradesh",2019-11-15,2019-11-30,26.12239583333333,0 days,0
2601114,2019-12-15,10529,3327.099,Power Industry,"Kakinada, Andhra Pradesh",2019-11-30,2019-12-15,25.308854166666663,0 days,0
2622371,2019-12-31,10529,3901.121,Power Industry,"Kakinada, Andhra Pradesh",2019-12-15,2019-12-31,24.32058823529412,0 days,1
2652877,2020-01-15,10529,3764.32,Power Industry,"Kakinada, Andhra Pradesh",2019-12-31,2020-01-15,23.73046875,0 days,1
2675542,2020-01-31,10529,3968.861,Power Industry,"Kakinada, Andhra Pradesh",2020-01-15,2020-01-31,24.633823529411764,0 days,1
2710673,2020-02-15,10529,3722.554,Power Industry,"Kakinada, Andhra Pradesh",2020-01-31,2020-02-15,25.058072916666667,0 days,0
2737492,2020-02-29,10529,3437.891,Power Industry,"Kakinada, Andhra Pradesh",2020-02-15,2020-02-29,25.400277777777777,0 days,0
2768468,2020-03-15,10529,3634.561,Power Industry,"Kakinada, Andhra Pradesh",2020-02-29,2020-03-15,26.637760416666666,0 days,1
2789058,2020-03-31,10529,3789.864,Power Industry,"Kakinada, Andhra Pradesh",2020-03-15,2020-03-31,28.643382352941178,0 days,0
3944873,2020-04-15,10529,3557.804,Power Industry,"Kakinada, Andhra Pradesh",2019-10-31,2020-04-15,26.056299603174605,0 days,3
3957060,2020-04-30,10529,2055.046,Power Industry,"Kakinada, Andhra Pradesh",2020-04-15,2020-04-30,30.40052083333333,0 days,0
3978454,2020-05-15,10529,3488.041,Power Industry,"Kakinada, Andhra Pradesh",2019-10-31,2020-05-15,26.757933501683503,0 days,1
3992459,2020-05-31,10529,3795.874,Power Industry,"Kakinada, Andhra Pradesh",2020-05-15,2020-05-31,32.23823529411765,0 days,3
4017709,2020-06-15,10529,3544.404,Power Industry,"Kakinada, Andhra Pradesh",2020-05-31,2020-06-15,30.829166666666666,0 days,1
4031893,2020-06-30,10529,2579.237,Power Industry,"Kakinada, Andhra Pradesh",2020-06-15,2020-06-30,29.38567708333333,0 days,0
4054643,2020-07-15,10529,3394.257,Power Industry,"Kakinada, Andhra Pradesh",2020-06-30,2020-07-15,28.1265625,0 days,0
4069082,2020-07-31,10529,3592.091,Power Industry,"Kakinada, Andhra Pradesh",2020-07-15,2020-07-31,28.190196078431374,0 days,1
4087211,2020-08-15,10529,3346.534,Power Industry,"Kakinada, Andhra Pradesh",2020-07-31,2020-08-15,27.84453125,0 days,3
4096087,2020-08-31,10529,3603.696,Power Industry,"Kakinada, Andhra Pradesh",2020-08-15,2020-08-31,27.50906862745098,0 days,2
4112251,2020-09-15,10529,3478.49,Power Industry,"Kakinada, Andhra Pradesh",2020-08-31,2020-09-15,28.235416666666666,0 days,0
4125226,2020-09-30,10529,3486.546,Power Industry,"Kakinada, Andhra Pradesh",2020-09-15,2020-09-30,27.886197916666667,0 days,0
4668981,2021-10-15,10529,2261.931,Power Industry,"Kakinada, Andhra Pradesh",2020-09-30,2021-10-15,27.56702755905512,0 days,19
4683741,2021-10-31,10529,1737.669,Power Industry,"Kakinada, Andhra Pradesh",2021-10-15,2021-10-31,27.31617647058824,0 days,1
4700585,2021-11-15,10529,2947.999,Power Industry,"Kakinada, Andhra Pradesh",2021-10-31,2021-11-15,25.778385416666666,0 days,1
4719503,2021-11-30,10529,2999.554,Power Industry,"Kakinada, Andhra Pradesh",2021-11-15,2021-11-30,26.061979166666667,0 days,0
4728042,2021-12-15,10529,2827.866,Power Industry,"Kakinada, Andhra Pradesh",2021-11-30,2021-12-15,24.922916666666666,0 days,0
4746963,2021-12-31,10529,3234.782,Power Industry,"Kakinada, Andhra Pradesh",2021-12-15,2021-12-31,23.143627450980397,0 days,1
4757106,2022-01-15,10529,2962.255,Power Industry,"Kakinada, Andhra Pradesh",2021-12-31,2022-01-15,23.59140625,0 days,1
4769802,2022-01-31,10529,3166.257,Power Industry,"Kakinada, Andhra Pradesh",2022-01-15,2022-01-31,23.562254901960785,0 days,1
4782022,2022-02-15,10529,2955.147,Power Industry,"Kakinada, Andhra Pradesh",2022-01-31,2022-02-15,24.160677083333333,0 days,0
4796784,2022-02-28,10529,2570.025,Power Industry,"Kakinada, Andhra Pradesh",2022-02-15,2022-02-28,25.113988095238096,0 days,0
4812018,2022-03-15,10529,2910.299,Power Industry,"Kakinada, Andhra Pradesh",2022-02-28,2022-03-15,26.755729166666665,0 days,0
4831411,2022-03-31,10529,3017.26,Power Industry,"Kakinada, Andhra Pradesh",2022-03-15,2022-03-31,29.404411764705884,0 days,1
5354302,2022-04-15,10529,2870.791,Power Industry,"Kakinada, Andhra Pradesh",2022-03-31,2022-04-15,29.975260416666668,0 days,2
5371469,2022-04-30,10529,2993.517,Power Industry,"Kakinada, Andhra Pradesh",2022-04-15,2022-04-30,31.82552083333333,0 days,2
